"SYMBOL","probeID","chr","pos","region","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LOC645453","LOC645453",NA,NA,NA,0.0328292435236079,6.50245166713121,3.44803642028633,0.000916194422052803,0.00629270958006127,-1.00703473544814
"TOP2B","TOP2B","chr3",25706430,"TSS1500",-0.243661819319746,10.5576005461218,-3.44799577308468,0.00091631379878747,0.00629270958006127,-1.00715444706122
"SLC48A1","SLC48A1","chr12",48167362,"Body",0.425899641599434,9.17762855387383,3.44769320284683,0.000917202878924181,0.00629745099889464,-1.00804552590526
"HS.544557","HS.544557",NA,NA,NA,-0.104963929249194,6.57334540233694,-3.44723242629434,0.000918558401994085,0.0063053922354293,-1.00940241816201
"NPY","NPY","chr7",24323792,"TSS200",-0.579393722500157,9.07246547217854,-3.44710310966209,0.00091893916855035,0.00630664032107515,-1.0097832053875
"C7","C7","chr5",40908778,"TSS1500",0.427527293434215,7.02815239840945,3.44693165587752,0.000919444235779263,0.00630874075199191,-1.01028805414599
"FAM102B","FAM102B","chr1",109102573,"TSS1500",-0.485814838679669,8.62689050554216,-3.44658447502227,0.000920467761571275,0.00631439689283909,-1.01131027854401
"SLC25A29","SLC25A29","chr14",100759310,"Body",0.246285049663244,7.60445773057857,3.44648941082943,0.00092074820846821,0.00631495417750806,-1.01159016842063
"LOC647588","LOC647588",NA,NA,NA,0.180541357965238,7.65721885256206,3.44573808935381,0.00092296750746696,0.0063288059672729,-1.01380202656301
"FLJ21986","FLJ21986",NA,NA,NA,0.31620563474505,7.48560722438715,3.44507092987012,0.000924942437846267,0.00634021169595638,-1.01576582160133
"CXADR","CXADR","chr21",18884876,"TSS1500",-0.310537372846754,8.24549665002819,-3.44504108223575,0.000925030886239693,0.00634021169595638,-1.01585367214972
"TAS2R46","TAS2R46",NA,NA,NA,-0.049318149177374,6.52578142864891,-3.44476533052945,0.00092584840746824,0.00634444325913169,-1.01666526603458
"C6ORF27","C6ORF27",NA,NA,NA,-0.177801216109752,6.77217008110283,-3.44442161500348,0.000926868376466099,0.00635005998140811,-1.01767682526997
"SKAP2","SKAP2","chr7",26904455,"TSS200",-0.226982302555525,7.84704720565309,-3.44405506638501,0.000927957271495248,0.00635614639291257,-1.01875550173213
"MGC72080","MGC72080","chr7",97601469,"Body",0.0685153735745629,6.68705339940034,3.44337113825819,0.000929992227314181,0.00636870892327923,-1.02076793700862
"OR2M2","OR2M2","chr1",248343651,"1stExon",-0.0552012389740595,6.50993814393864,-3.44267411572846,0.000932070479970977,0.00638085071891902,-1.02281860308196
"KITLG","KITLG",NA,NA,NA,-0.268086681058297,7.13548830893616,-3.44264150724253,0.000932167813227571,0.00638085071891902,-1.02291453106163
"SYNCRIP","SYNCRIP",NA,NA,NA,-0.277820283126236,8.59614717180579,-3.4425272929891,0.000932508807704451,0.00638134212533154,-1.02325052251756
"LOC440900","LOC440900",NA,NA,NA,-0.10624587562824,6.65188956454234,-3.44242724791135,0.000932807595920361,0.00638134212533154,-1.02354482493213
"LOC643382","LOC643382",NA,NA,NA,-0.0937945595560654,6.60822324706583,-3.4424152231215,0.000932843514472756,0.00638134212533154,-1.02358019781472
"RYR2","RYR2","chr1",237206482,"Body",-0.371363566971084,7.96221554880162,-3.44234362392995,0.000933057411309704,0.00638142824994986,-1.02379081666596
"LOC388339","LOC388339",NA,NA,NA,0.308514655085201,9.49959052715744,3.44180170182497,0.000934677862730049,0.00639113206396518,-1.02538485160866
"GPR37L1","GPR37L1","chr1",202092005,"TSS200",0.452866125550178,10.49227470747,3.44151716091684,0.000935529758526878,0.0063955776030412,-1.02622174041289
"TUBB6","TUBB6","chr18",12325516,"Body",0.169851512588892,6.99884672374661,3.4414432430362,0.000935751183500549,0.00639571205626723,-1.02643913869056
"KLHL12","KLHL12","chr1",202896480,"TSS200",-0.252349239061722,9.46496528597335,-3.44103437997865,0.00093697684895585,0.00640270879756423,-1.02764157561545
"ADRA2C","ADRA2C","chr4",3769558,"1stExon",-0.0655063309932871,6.55663778466571,-3.44053603489044,0.000938472808405656,0.00641154914363347,-1.02910703222899
"TMEM119","TMEM119","chr12",108985748,"Body",0.470293401050827,7.85607548910394,3.43998688442407,0.000940123890166015,0.00642144523125677,-1.03072171064141
"LOC554203","LOC554203","chrX",73164390,"Body",0.249207745297749,7.98304865503441,3.43989176256989,0.000940410163138198,0.00642201684004327,-1.03100138033002
"RRP12","RRP12",NA,NA,NA,-0.194038684990113,7.84480073502661,-3.43968951628409,0.000941019104906667,0.00642479121807912,-1.03159599002616
"LOC653344","LOC653344",NA,NA,NA,0.337025448466584,8.30989305786314,3.43924244034607,0.000942366523895826,0.00643203727555358,-1.03291031541992
"RBM4B","RBM4B","chr11",66445441,"TSS200",0.252063602319847,8.8558800300012,3.43920275447441,0.000942486219083483,0.00643203727555358,-1.03302697896292
"ZFYVE19","ZFYVE19","chr15",41102374,"Body",0.170257403320898,8.11063710287328,3.43808388868278,0.000945866705291777,0.00645256081034655,-1.03631567694189
"IDH3A","IDH3A","chr15",78442296,"Body",-0.256150028307909,9.33881584225797,-3.43807267831109,0.000945900633617679,0.00645256081034655,-1.0363486238043
"SLC16A3","SLC16A3","chr17",80185318,"TSS1500",0.491706059645654,8.28977161836661,3.43790531549046,0.000946407295885713,0.00645462807219817,-1.03684048756584
"HS.355933","HS.355933",NA,NA,NA,0.276820155246771,8.81997016477555,3.43760957028922,0.00094730324037712,0.00645871798311195,-1.03770961258838
"C6ORF105","C6ORF105",NA,NA,NA,-0.100494090403629,6.58713176877715,-3.43757287338322,0.000947414467554276,0.00645871798311195,-1.03781745229809
"CAMSAP1","CAMSAP1","chr9",138798996,"1stExon",-0.230441175497342,9.06339787599074,-3.43730498478505,0.000948226803194054,0.00646286597747828,-1.03860466027006
"C14ORF153","C14ORF153",NA,NA,NA,0.316166988073293,10.737695564243,3.43691235545176,0.000949418586494434,0.00646959784864006,-1.03975834625842
"NSUN5","NSUN5",NA,NA,NA,0.205701239591373,7.45990058844318,3.43630588113326,0.000951262252714534,0.00648076798002379,-1.04154019703639
"CACNA1I","CACNA1I",NA,NA,NA,0.296754249272373,9.00530345381499,3.43599271110824,0.000952215604421395,0.00648469926181806,-1.04246021602097
"ESAM","ESAM","chr11",124629925,"Body",0.376223226589646,8.2776060189036,3.43598193511764,0.000952248424724387,0.00648469926181806,-1.04249187222955
"LOC652669","LOC652669",NA,NA,NA,0.0637424752760012,6.64851223363011,3.43574097264613,0.000952982600208821,0.00648830507444579,-1.04319971942944
"LOC648827","LOC648827",NA,NA,NA,0.0433847248393313,6.51463857196153,3.43448118580557,0.000956829685384204,0.00651309878176493,-1.04689985889904
"LEPRE1","LEPRE1",NA,NA,NA,0.149215667286819,7.23657308961445,3.434358676015,0.000957204581993797,0.00651326076435443,-1.047259631574
"ERH","ERH","chr14",69861109,"Body",-0.211104795854411,9.21614224160368,-3.43433912836581,0.000957264413284773,0.00651326076435443,-1.04731703599908
"P2RY8","P2RY8",NA,NA,NA,0.105316210770958,6.63253215235727,3.43319667068718,0.000960767378652593,0.00653569225392429,-1.05067161041086
"ELAC1","ELAC1","chr18",48494536,"5'UTR",-0.0799970970320354,6.6853905736891,-3.43230454468267,0.000963511196451885,0.0065526939730802,-1.05329057576949
"VOPP1","VOPP1","chr7",55639931,"Body",-0.136335959947618,7.04221006383825,-3.43222345085728,0.000963760974612559,0.0065526939730802,-1.05352861387284
"CASC1","CASC1",NA,NA,NA,-0.253791937620407,7.21673787507799,-3.43218260300542,0.000963886813768863,0.0065526939730802,-1.05364851473175
"LOC648364","LOC648364",NA,NA,NA,0.0518688809022416,6.57241657648156,3.43206880153176,0.000964237481491886,0.00655367241923087,-1.05398255115717
"ST3GAL5","ST3GAL5","chr2",86116472,"TSS1500",-0.234376311408854,8.83497518365006,-3.43099495494255,0.000967552366337311,0.00657479314317101,-1.05713416803596
"ATP13A2","ATP13A2",NA,NA,NA,-0.271800487130212,7.67974505478461,-3.43075272457094,0.000968301599138815,0.00657784891383952,-1.05784498710014
"FBXO28","FBXO28",NA,NA,NA,-0.224639838426257,8.00057290868,-3.43071541048021,0.000968417062488614,0.00657784891383952,-1.05795448112954
"BTBD6","BTBD6",NA,NA,NA,0.195805637607755,9.67269956426231,3.43059330084123,0.000968795004930585,0.00657900635310615,-1.05831279215085
"ASL","ASL",NA,NA,NA,0.0756785522722518,6.79902305747887,3.43031680749075,0.000969651296174668,0.00658341102778689,-1.0591240828911
"RPL4","RPL4",NA,NA,NA,0.210360661430654,10.5658790064386,3.43009654106256,0.000970333965641835,0.00658663526998847,-1.05977035767969
"B3GALT6","B3GALT6",NA,NA,NA,-0.160428790535443,7.79260802407432,-3.42926061886687,0.000972928860938869,0.00660268634531243,-1.06222272778867
"TACSTD1","TACSTD1",NA,NA,NA,-0.194544872563452,6.89512962125011,-3.42920068495955,0.000973115161050463,0.00660268634531243,-1.06239854095398
"RARRES2","RARRES2","chr7",150038502,"5'UTR",0.374653656808586,7.70198244288361,3.42900047303294,0.00097373774915442,0.00660524373897054,-1.06298583653696
"HS.544434","HS.544434",NA,NA,NA,0.0819147994699909,6.74536125365325,3.42894548485147,0.000973908808704993,0.00660524373897054,-1.06314713282148
"MTIF2","MTIF2",NA,NA,NA,0.148334532124241,8.00405055425156,3.4287703341244,0.000974453864053982,0.00660629954335676,-1.06366088813145
"PDHX","PDHX",NA,NA,NA,-0.306170473365368,8.48781275981213,-3.42876152569513,0.00097448128279925,0.00660629954335676,-1.06368672467162
"RPS29","RPS29","chr14",50049393,"Body",0.171431655032674,12.1844917878169,3.4286718842515,0.000974760358746743,0.00660677857008162,-1.06394965469479
"IL33","IL33","chr9",6252007,"Body",-0.241332853343182,7.21147731121476,-3.42849667451902,0.000975306047750735,0.00660906406876834,-1.06446355317429
"APBA2BP","APBA2BP",NA,NA,NA,-0.0554813430718983,6.61531539777301,-3.42825078658809,0.000976072349627542,0.00661284323214214,-1.06518472187506
"LOC643985","LOC643985",NA,NA,NA,-0.377270916460567,8.23577517204046,-3.42812581156479,0.000976462048090595,0.00661406985565638,-1.06555124869029
"C4ORF42","C4ORF42",NA,NA,NA,-0.0423123280450524,6.58513530108186,-3.42796436552618,0.000976965688268929,0.00661606757490388,-1.06602472329384
"LOC255025","LOC255025","chr3",94656939,"TSS200",0.0642736870246088,6.58146734816499,3.42750453759554,0.000978401491919869,0.00662437575691154,-1.06737317668767
"HS.534061","HS.534061",NA,NA,NA,0.67474102784243,9.8981610812173,3.42728763302069,0.000979079463311387,0.00662728592968769,-1.06800920732506
"MED13L","MED13L","chr12",116714600,"Body",0.185494263340547,7.63276470650251,3.42723327383771,0.000979249441471833,0.00662728592968769,-1.06816860049548
"TTC1","TTC1","chr5",159436034,"TSS200",-0.166471509651064,8.34298761360876,-3.42708347039366,0.000979718012719232,0.00662904183632864,-1.06860784784665
"PAX7","PAX7","chr1",19069653,"Body",-0.152418374087445,6.676898126244,-3.42673921529312,0.000980795612761596,0.00663491697066637,-1.0696172050855
"KRTAP10-2","KRTAP10-2",NA,NA,NA,-0.0511129711138301,6.63256229439371,-3.42568348899074,0.000984107266427294,0.00665589936969175,-1.07271213728673
"ASAH1","ASAH1",NA,NA,NA,-0.0568777573021206,6.73645456384776,-3.42542921861898,0.00098490644964477,0.00665988362921058,-1.0734574439049
"LOC81691","LOC81691",NA,NA,NA,-0.180476203957435,6.91583644980107,-3.42483364500851,0.000986780762624856,0.00667113460763658,-1.07520300621153
"SFRS2","SFRS2","chr17",74731433,"3'UTR",-0.282330470408388,10.4387518617412,-3.4232381004388,0.000991818659615309,0.00670376364814612,-1.07987828440588
"GPRIN1","GPRIN1","chr5",176032499,"5'UTR",-0.342644354685761,7.58005450657377,-3.4225857991601,0.000993885268774472,0.00671629994034337,-1.08178920517294
"LGALS3","LGALS3","chr14",55596647,"5'UTR",0.420186625312633,8.45321173199216,3.42140995893716,0.000997620813388775,0.00674010651841947,-1.08523316504
"FAM46A","FAM46A","chr6",82462465,"TSS200",0.356740189431125,7.95802094750168,3.42121526767929,0.000998240608067902,0.0067425676845829,-1.08580331974738
"KIAA2022","KIAA2022","chrX",74144469,"5'UTR",-0.260128795541588,7.25739584620092,-3.42116192214681,0.000998410495628774,0.0067425676845829,-1.08595953837641
"MUC20","MUC20","chr3",195446859,"TSS1500",0.12951695507084,6.71708559944798,3.42077718149905,0.000999636573298609,0.00674839287597232,-1.08708617154687
"HS.184721","HS.184721",NA,NA,NA,0.326894420990591,8.62197398254541,3.42075765701431,0.000999698831090411,0.00674839287597232,-1.08714334248302
"LOC647876","LOC647876",NA,NA,NA,0.0678804386688041,6.65529490842154,3.42049150103983,0.00100054788855728,0.00675229983027646,-1.08792266764301
"LOC100133999","LOC100133999",NA,NA,NA,0.0982851758612728,6.79911259544693,3.42044270817845,0.0010007036152252,0.00675229983027646,-1.08806553208971
"OR52H1","OR52H1","chr11",5566461,"1stExon",-0.0598994946719955,6.50636720422537,-3.4196321227929,0.00100329401754054,0.00676833802001172,-1.09043869086897
"LOC100131294","LOC100131294",NA,NA,NA,0.0556529832175121,6.6124475494282,3.41929780176568,0.00100436425520963,0.00677296691439652,-1.09141736614892
"LOC731751","LOC731751",NA,NA,NA,-0.266034661943404,7.20997659603005,-3.41928430282883,0.00100440749099615,0.00677296691439652,-1.09145688081872
"BMS1P5","BMS1P5",NA,NA,NA,0.272167310938423,12.4049749554423,3.41851326765597,0.00100687995901671,0.00678819538511903,-1.09371369905434
"LOC646320","LOC646320",NA,NA,NA,-0.0630149101144291,6.49742273823428,-3.41833334890137,0.00100745772787094,0.0067906463902847,-1.0942402673421
"C16ORF88","C16ORF88",NA,NA,NA,0.0986525482730718,6.79753248051596,3.41801239027882,0.00100848919159607,0.00679615377840039,-1.09517956678444
"GTSF1","GTSF1","chr12",54867312,"5'UTR",0.0662113608322361,6.65216772408448,3.41775083007961,0.00100933050360566,0.00679981759159176,-1.09594498648614
"USP15","USP15","chr12",62654319,"Body",-0.26949811731999,7.79098291981151,-3.41771000440594,0.00100946187968552,0.00679981759159176,-1.0960644533049
"NUDT18","NUDT18","chr8",21966736,"1stExon",-0.222686666059394,7.20139752519578,-3.41742268417146,0.00101038692605449,0.00680460283746068,-1.09690519951167
"KIF9","KIF9",NA,NA,NA,-0.0348089994311911,6.49602480459509,-3.41521632931682,0.00101751713010249,0.00685002702934865,-1.10335963475888
"TGOLN2","TGOLN2","chr2",85555458,"TSS200",-0.215242587128627,9.49307791747774,-3.41520188909123,0.00101756395208842,0.00685002702934865,-1.10340186792782
"LOC100128196","LOC100128196",NA,NA,NA,0.261925445927316,8.58933899665983,3.4149558347306,0.00101836208824636,0.00685245747443605,-1.10412148034574
"LOC728772","LOC728772",NA,NA,NA,0.0337565555194086,6.53095102420403,3.41490711143255,0.00101852020395644,0.00685245747443605,-1.1042639723705
"MIR302C","MIR302C",NA,NA,NA,0.0924751932241161,6.69772955332221,3.41489069309628,0.00101857348957548,0.00685245747443605,-1.10431198770935
"SUGT1L1","SUGT1L1","chr13",41495889,"TSS200",-0.0953567420208543,6.69661178436171,-3.41436939844065,0.00102026671659098,0.00686239230128032,-1.10583642345822
"SLFNL1","SLFNL1",NA,NA,NA,0.124295094505893,6.65241126054802,3.41410564623224,0.00102112442647316,0.00686648402901749,-1.1066076561899
"C12ORF51","C12ORF51",NA,NA,NA,-0.339962451414786,9.38799646981425,-3.41404913980717,0.00102130827119298,0.00686648402901749,-1.10677287986837
"CCDC97","CCDC97","chr19",41816298,"Body",0.222120992492431,8.02180266204285,3.41387941699476,0.00102186065533958,0.00686854116797978,-1.10726913401977
"HS.481659","HS.481659",NA,NA,NA,0.147097885917758,7.33095594592487,3.41382199914352,0.00102204759272431,0.00686854116797978,-1.10743701453927
"PDS5B","PDS5B","chr13",33161395,"5'UTR",-0.250088465258925,8.61745930152145,-3.4135323356149,0.0010229911528367,0.00687327224186796,-1.10828391241066
"PSEN2","PSEN2",NA,NA,NA,-0.134917186366894,7.65181324836791,-3.41347278790959,0.00102318522742508,0.00687327224186796,-1.1084580072952
"HIST1H2BD","HIST1H2BD","chr6",26159157,"3'UTR",0.333475919851382,7.37141774471861,3.41334645753089,0.00102359707142736,0.00687458202632356,-1.10882734201051
"FN3KRP","FN3KRP","chr17",80674509,"TSS200",-0.181200809062243,9.94567826060023,-3.41315541592731,0.00102422017467429,0.00687730979393666,-1.10938584502587
"METTL9","METTL9",NA,NA,NA,-0.229016848196655,7.68277427471117,-3.41297833827981,0.00102479805248456,0.00687973279622208,-1.10990350451967
"ZFAND1","ZFAND1",NA,NA,NA,-0.295237310074389,8.03319497569032,-3.41281209765997,0.00102534084449603,0.00688191928234684,-1.11038946574003
"HS.158036","HS.158036",NA,NA,NA,-0.0462157136748012,6.51590965749943,-3.4126045048544,0.00102601903628053,0.00688501343143372,-1.1109962850136
"ZNF326","ZNF326","chr1",90478723,"Body",0.140545902862915,6.91028100025596,3.41202061952116,0.00102792882025134,0.00689636901628945,-1.11270290880933
"CYP2E1","CYP2E1","chr10",135343248,"Body",-0.267439215257671,7.29755911744515,-3.41192844824854,0.00102823060221128,0.0068969340012902,-1.11297229438905
"EFCAB2","EFCAB2",NA,NA,NA,0.0749663085537735,6.56357266326875,3.41177783516049,0.00102872391093114,0.00689742995601138,-1.11341247425145
"WDR78","WDR78",NA,NA,NA,0.0534735439993907,6.61763316086132,3.41177301239979,0.00102873971078933,0.00689742995601138,-1.11342656895461
"COL6A1","COL6A1","chr21",47418282,"Body",0.279059344250504,8.51358258859463,3.41159446998991,0.00102932479515186,0.00689989342489196,-1.11394835573928
"FSIP1","FSIP1","chr15",40075119,"TSS200",-0.138933658559402,6.8294182157396,-3.41139785964353,0.00102996945139152,0.00690275509706368,-1.11452292261283
"ASNS","ASNS",NA,NA,NA,-0.33989985404137,9.56701744836033,-3.41087051331246,0.0010317004232869,0.00691230602665087,-1.11606390058169
"MYADM","MYADM","chr19",54369571,"TSS200",-0.249727494501462,8.54139099561377,-3.41083086815073,0.0010318306661865,0.00691230602665087,-1.11617974211217
"ZNF839","ZNF839","chr14",102785983,"TSS200",-0.136599241373469,7.0323171056619,-3.4102168773534,0.00103384973947371,0.00692436863328052,-1.11797367216776
"LIMS2","LIMS2","chr2",128440247,"TSS1500",0.308730213285174,7.24788208500201,3.41010353491366,0.00103422286679858,0.00692482381951097,-1.11830480505391
"LOC389983","LOC389983",NA,NA,NA,-0.097553916831334,6.53218455509193,-3.41006352872778,0.00103435459890803,0.00692482381951097,-1.11842168224371
"PHLPP2","PHLPP2","chr16",71716848,"Body",-0.323377704421787,7.94999235558704,-3.40994862627508,0.00103473303697565,0.00692547598737291,-1.11875736164596
"IRF8","IRF8","chr16",85932668,"TSS200",0.367441005008568,7.66540044872702,3.40990129868857,0.00103488895117304,0.00692547598737291,-1.11889562344141
"LOC645718","LOC645718",NA,NA,NA,-0.0641545594526898,6.57956780588319,-3.40963923432186,0.0010357526872059,0.00692895757665604,-1.11966118724102
"CRYGS","CRYGS","chr3",186262063,"Body",0.172177888995498,7.41153503561151,3.40960443940838,0.00103586741863026,0.00692895757665604,-1.11976282974179
"RAB11B","RAB11B","chr19",8455027,"TSS200",-0.0924709787569018,6.66031559338208,-3.40948520237197,0.00103626067723617,0.00692895757665604,-1.12011113784247
"LOC645574","LOC645574",NA,NA,NA,0.0645809736598695,6.59415718481926,3.40947827495421,0.0010362835290513,0.00692895757665604,-1.12013137352699
"TUBA3E","TUBA3E","chr2",130956199,"TSS200",-0.0571072932871672,6.56883174835419,-3.40908546213069,0.00103758009807302,0.00693616387788167,-1.12127877009223
"PHF19","PHF19","chr9",123631254,"Body",0.215399555415312,7.56604022123504,3.40826626700835,0.00104028896455595,0.00695280627797253,-1.12367130751973
"LOC100132011","LOC100132011",NA,NA,NA,0.155856122827933,6.8256831492669,3.40766484103754,0.00104228196973761,0.00696465818732763,-1.12542756144843
"ITPKC","ITPKC","chr19",41225005,"Body",0.10451263898153,6.80208768542154,3.40749724078954,0.00104283800469881,0.00696690511042199,-1.12591693885423
"SSPO","SSPO","chr7",149484985,"Body",0.412151307572184,8.3958256435118,3.40732680368474,0.00104340373821181,0.00696921586626934,-1.12641458155086
"DCHS2","DCHS2","chr4",155338021,"Body",-0.05689378805529,6.54996654288327,-3.40723665703317,0.00104370307988689,0.00696974671000939,-1.12667778460725
"SPOP","SPOP",NA,NA,NA,0.297385069853291,9.62374080984073,3.40694975081136,0.00104465632215201,0.00697464309440159,-1.12751543674421
"WHSC2","WHSC2","chr4",1995036,"Body",0.120713118489659,7.18526836174099,3.40651690039621,0.00104609601623464,0.00698172551883621,-1.12877909018244
"ZNF331","ZNF331","chr19",54023893,"TSS1500",-0.196942374375768,8.12282106625631,-3.40649839470654,0.00104615760928934,0.00698172551883621,-1.12883311264208
"FLJ32011","FLJ32011",NA,NA,NA,-0.101353726712545,6.68063762794345,-3.40634061544858,0.00104668288975346,0.00698376080934216,-1.12929369866983
"PLEKHG3","PLEKHG3","chr14",65170049,"TSS1500",0.379390236878852,8.84962130214224,3.40610869575587,0.00104745545095282,0.00698744482222312,-1.12997068560157
"PLEKHA8","PLEKHA8","chr7",30068068,"TSS1500",0.0684025272392175,6.64172418375878,3.40568719923448,0.00104886089969236,0.00699445683317993,-1.13120097178628
"LDHA","LDHA",NA,NA,NA,-0.523984242878017,10.5916822897045,-3.40566113130027,0.00104894787965102,0.00699445683317993,-1.13127705658059
"HS.575725","HS.575725",NA,NA,NA,-0.0550600244261652,6.55239407805777,-3.40556503062768,0.00104926859415466,0.00699512396103106,-1.13155754308947
"LOC643310","LOC643310",NA,NA,NA,0.215678639488509,9.37254469168591,3.40541014016707,0.00104978570108829,0.00699709981591651,-1.13200960560798
"HS.582112","HS.582112",NA,NA,NA,-0.0719172319501054,6.60987788519234,-3.40512207622398,0.00105074805133594,0.00700143343931886,-1.13285030753542
"ZFYVE9","ZFYVE9",NA,NA,NA,-0.0392814269609003,6.54754074506766,-3.40508331330941,0.00105087761212237,0.00700143343931886,-1.13296343141771
"EFCAB4A","EFCAB4A","chr11",827328,"TSS1500",0.202671740429341,7.07143675864335,3.40458254766568,0.00105255272145804,0.00701112025009876,-1.13442475771674
"LOC648001","LOC648001",NA,NA,NA,0.0348226880511495,6.53217316054732,3.40396787080577,0.0010546123174686,0.00702336354280558,-1.13621828267525
"LYPD5","LYPD5","chr19",44324856,"TSS200",-0.111579788891229,6.80311694791857,-3.40346981389155,0.00105628394226572,0.00703301847717357,-1.13767135600896
"ZNF784","ZNF784","chr19",56133368,"Body",0.170473298620859,6.93841613846862,3.40293374574651,0.00105808593584133,0.00704353720415163,-1.13923515244751
"KIAA0649","KIAA0649","chr9",138371492,"TSS200",0.213489544249192,7.51379738393892,3.40224349892102,0.00106041047109028,0.00705752927431488,-1.14124844690004
"HS.539054","HS.539054",NA,NA,NA,0.112613058419345,6.74866490470698,3.40210801117883,0.00106086731646201,0.00705908772708767,-1.1416435989742
"LOC100131866","LOC100131866",NA,NA,NA,0.215857193066731,7.35317917456265,3.40185909627245,0.0010617071058366,0.00706319312802104,-1.14236953305289
"NPNT","NPNT","chr4",106892308,"3'UTR",0.0743611390774968,6.72366145164237,3.40162866760343,0.00106248508507999,0.00706688568968434,-1.14304151927155
"CD3EAP","CD3EAP",NA,NA,NA,-0.189287142496236,6.8541818473548,-3.40095735728091,0.00106475464591986,0.00707928515632836,-1.14499903377591
"HS.563870","HS.563870",NA,NA,NA,0.0532995235336706,6.61389538102084,3.40094515241268,0.00106479595032724,0.00707928515632836,-1.14503462007069
"FTO","FTO","chr16",54085398,"Body",-0.307286754218378,8.30573902365323,-3.40086341898122,0.00106507259618441,0.00707963960978102,-1.14527293157768
"CLN3","CLN3",NA,NA,NA,0.0906316477012856,6.94128466482337,3.4005957184068,0.0010659791658109,0.00708418020046239,-1.14605344114031
"PIGA","PIGA",NA,NA,NA,0.0601886808446181,6.56945236414176,3.40052679918521,0.00106621267892762,0.00708424689205731,-1.14625437518769
"GRIN3A","GRIN3A","chr9",104500958,"TSS200",-0.311408617278411,7.46535025318803,-3.39964916834489,0.00106919050179938,0.00710254377766983,-1.14881284755387
"MORN4","MORN4",NA,NA,NA,-0.197668944404096,8.0635340356159,-3.39907639797211,0.00107113815293014,0.00711286401327825,-1.15048232854787
"CXORF24","CXORF24",NA,NA,NA,0.0312163101697873,6.53331703589963,3.3990603317516,0.00107119283278834,0.00711286401327825,-1.1505291545495
"HS.540741","HS.540741",NA,NA,NA,0.0743920955458037,6.62489652184151,3.39868787942132,0.00107246117697033,0.0071197946198868,-1.15161464460132
"LOC100132391","LOC100132391",NA,NA,NA,0.311383445800111,12.4916503947606,3.39860070670026,0.00107275823821755,0.00712027557610894,-1.15186869168896
"FAM53A","FAM53A","chr4",1647016,"Body",0.145712047283528,6.94732507227116,3.39844020546719,0.00107330538630124,0.00712233780644681,-1.15233642724659
"SPRR2D","SPRR2D","chr1",153014367,"TSS1500",0.0267849654525412,6.51044467658476,3.3983777705515,0.00107351829776665,0.00712233780644681,-1.15251837181564
"KRTAP8-1","KRTAP8-1","chr21",32185576,"TSS200",-0.0975872386928902,6.53312009737986,-3.39824756495287,0.00107396244451236,0.00712379357418746,-1.15289780228106
"HS.520750","HS.520750",NA,NA,NA,0.0588266763722638,6.6164953973647,3.39725416953029,0.00107735674219339,0.00714481354132436,-1.15579229214565
"METTL6","METTL6","chr3",15466687,"Body",-0.11600016399781,6.78349743534616,-3.3967839087567,0.00107896708468945,0.00715399635738453,-1.15716229040172
"CBX2","CBX2","chr17",77758850,"3'UTR",0.0676362453690587,6.73482742118251,3.39602873360085,0.00108155782601564,0.00716967442172646,-1.1593620310722
"ZNF192","ZNF192","chr6",28109239,"TSS1500",0.0310489582708318,6.565820586194,3.39507940038245,0.00108482297663395,0.00718772342792026,-1.16212682332039
"GAGE2C","GAGE2C",NA,NA,NA,-0.0883581738161539,6.53154657401705,-3.39504159367293,0.00108495320180946,0.00718772342792026,-1.16223691801255
"PACS1","PACS1","chr11",65837595,"TSS1500",-0.364329967934917,7.28508263320975,-3.39503939484979,0.00108496077610721,0.00718772342792026,-1.16224332104826
"ADAM28","ADAM28","chr8",24212569,"3'UTR",0.0441104510018882,6.55828251990367,3.39463778451442,0.00108634504176067,0.00719539026824348,-1.16341277075777
"LOC644735","LOC644735",NA,NA,NA,0.0647680292209438,6.62506579507062,3.39400053927767,0.00108854490848488,0.00720845489846892,-1.16526815770856
"LOC645317","LOC645317",NA,NA,NA,-0.185544525561998,10.7273327100992,-3.39380571641099,0.00108921830423226,0.00721140773687606,-1.16583534796178
"ADPRH","ADPRH","chr3",119298420,"TSS200",0.0845247141789836,6.78615950743452,3.39355140350761,0.00109009791531431,0.00721572435069192,-1.16657569634617
"LOC653968","LOC653968",NA,NA,NA,-0.0901373118763988,6.58598618086918,-3.39335895691979,0.00109076398980484,0.00721862598680865,-1.16713591423005
"FLJ46284","FLJ46284",NA,NA,NA,0.0496167226557578,6.57553501518068,3.39319218463731,0.0010913415135685,0.00722094050931362,-1.16762137456659
"SPTBN4","SPTBN4","chr19",41076542,"Body",-0.196964460255091,7.28999899733513,-3.3930797223281,0.00109173112743638,0.00722201100578738,-1.16794873317006
"COG1","COG1","chr17",71188425,"TSS1500",-0.239130243224466,7.49367745289864,-3.3929318521142,0.00109224360782675,0.00722389367162694,-1.16837914602467
"LOC730909","LOC730909",NA,NA,NA,0.0333733072583247,6.46973709408534,3.39281840085679,0.00109263695464428,0.00722498778936667,-1.16870936465255
"LOC286208","LOC286208",NA,NA,NA,0.301633445874881,8.55120532439121,3.39269985503609,0.00109304810748622,0.00722619916732288,-1.16905440318823
